Year,Month,Industry_Section,Occupation_Group,Number_of_Vacancies
2018,March,P - S: Social and personal services,Skilled_Agricultural_Fishery,10
2018,March,P - S: Social and personal services,Elementary_Occupations,2070
2018,March,P - S: Social and personal services,Total,16140
2018,March,All industry sections covered,Managers,3742
2018,March,All industry sections covered,Professionals,9547
2018,March,All industry sections covered,Associate_Professionals,12329
2018,March,All industry sections covered,Clerical_Support_Workers,9205
2018,March,All industry sections covered,Service_Sales_Workers,27599
2018,March,All industry sections covered,Craft_Related_Workers,2810
2018,March,All industry sections covered,Plant_Machine_Operators,1937
2018,March,All industry sections covered,Skilled_Agricultural_Fishery,167
2018,March,All industry sections covered,Elementary_Occupations,9539
2018,March,All industry sections covered,Total,76875
2018,June,Manufacturing,Managers,57
2018,June,Manufacturing,Professionals,110
2018,June,Manufacturing,Associate_Professionals,311
2018,June,Manufacturing,Clerical_Support_Workers,90
2018,June,Manufacturing,Service_Sales_Workers,149
2018,June,Manufacturing,Craft_Related_Workers,761
2018,June,Manufacturing,Plant_Machine_Operators,599
2018,June,Manufacturing,Skilled_Agricultural_Fishery,0
2018,June,Manufacturing,Elementary_Occupations,872
2018,June,Manufacturing,Total,2949
2018,June,"Mining, Quarrying, Electricity, Gas, Waste Management",Managers,15
2018,June,"Mining, Quarrying, Electricity, Gas, Waste Management",Professionals,1
2018,June,"Mining, Quarrying, Electricity, Gas, Waste Management",Associate_Professionals,37
2018,June,"Mining, Quarrying, Electricity, Gas, Waste Management",Clerical_Support_Workers,1
2018,June,"Mining, Quarrying, Electricity, Gas, Waste Management",Service_Sales_Workers,0
2018,June,"Mining, Quarrying, Electricity, Gas, Waste Management",Craft_Related_Workers,26
2018,June,"Mining, Quarrying, Electricity, Gas, Waste Management",Plant_Machine_Operators,61
2018,June,"Mining, Quarrying, Electricity, Gas, Waste Management",Skilled_Agricultural_Fishery,0
2018,June,"Mining, Quarrying, Electricity, Gas, Waste Management",Elementary_Occupations,100
2018,June,"Mining, Quarrying, Electricity, Gas, Waste Management",Total,241
2018,June,Construction Sites (Manual Workers),Managers,NA
2018,June,Construction Sites (Manual Workers),Professionals,NA
2018,June,Construction Sites (Manual Workers),Associate_Professionals,NA
2018,June,Construction Sites (Manual Workers),Clerical_Support_Workers,NA
2018,June,Construction Sites (Manual Workers),Service_Sales_Workers,NA
2018,June,Construction Sites (Manual Workers),Craft_Related_Workers,114
2018,June,Construction Sites (Manual Workers),Plant_Machine_Operators,411
2018,June,Construction Sites (Manual Workers),Skilled_Agricultural_Fishery,NA
2018,June,Construction Sites (Manual Workers),Elementary_Occupations,55
2018,June,Construction Sites (Manual Workers),Total,580
2018,June,"G: Import/export, wholesale and retail trades",Managers,753
2018,June,"G: Import/export, wholesale and retail trades",Professionals,1396
2018,June,"G: Import/export, wholesale and retail trades",Associate_Professionals,2327
2018,June,"G: Import/export, wholesale and retail trades",Clerical_Support_Workers,2477
2018,June,"G: Import/export, wholesale and retail trades",Service_Sales_Workers,6169
2018,June,"G: Import/export, wholesale and retail trades",Craft_Related_Workers,440
2018,June,"G: Import/export, wholesale and retail trades",Plant_Machine_Operators,411
2018,June,"G: Import/export, wholesale and retail trades",Skilled_Agricultural_Fishery,26
2018,June,"G: Import/export, wholesale and retail trades",Elementary_Occupations,1759
2018,June,"G: Import/export, wholesale and retail trades",Total,15758
2018,June,G45-46: Import/export trade and wholesale,Managers,504
2018,June,G45-46: Import/export trade and wholesale,Professionals,1238
2018,June,G45-46: Import/export trade and wholesale,Associate_Professionals,1687
2018,June,G45-46: Import/export trade and wholesale,Clerical_Support_Workers,2037
2018,June,G45-46: Import/export trade and wholesale,Service_Sales_Workers,725
2018,June,G45-46: Import/export trade and wholesale,Craft_Related_Workers,208
2018,June,G45-46: Import/export trade and wholesale,Plant_Machine_Operators,339
2018,June,G45-46: Import/export trade and wholesale,Skilled_Agricultural_Fishery,0
2018,June,G45-46: Import/export trade and wholesale,Elementary_Occupations,1040
2018,June,G45-46: Import/export trade and wholesale,Total,7778
2018,June,G47: Retail,Managers,249
2018,June,G47: Retail,Professionals,158
2018,June,G47: Retail,Associate_Professionals,640
2018,June,G47: Retail,Clerical_Support_Workers,440
2018,June,G47: Retail,Service_Sales_Workers,5444
2018,June,G47: Retail,Craft_Related_Workers,232
2018,June,G47: Retail,Plant_Machine_Operators,72
2018,June,G47: Retail,Skilled_Agricultural_Fishery,26
2018,June,G47: Retail,Elementary_Occupations,719
2018,June,G47: Retail,Total,7980
2018,June,"H: Transportation, storage, postal and courier services",Managers,112
2018,June,"H: Transportation, storage, postal and courier services",Professionals,407
2018,June,"H: Transportation, storage, postal and courier services",Associate_Professionals,310
2018,June,"H: Transportation, storage, postal and courier services",Clerical_Support_Workers,989
2018,June,"H: Transportation, storage, postal and courier services",Service_Sales_Workers,617
2018,June,"H: Transportation, storage, postal and courier services",Craft_Related_Workers,229
2018,June,"H: Transportation, storage, postal and courier services",Plant_Machine_Operators,1106
2018,June,"H: Transportation, storage, postal and courier services",Skilled_Agricultural_Fishery,0
2018,June,"H: Transportation, storage, postal and courier services",Elementary_Occupations,889
2018,June,"H: Transportation, storage, postal and courier services",Total,4659
2018,June,I: Accommodation and food services,Managers,163
2018,June,I: Accommodation and food services,Professionals,115
2018,June,I: Accommodation and food services,Associate_Professionals,479
2018,June,I: Accommodation and food services,Clerical_Support_Workers,626
2018,June,I: Accommodation and food services,Service_Sales_Workers,10230
2018,June,I: Accommodation and food services,Craft_Related_Workers,610
2018,June,I: Accommodation and food services,Plant_Machine_Operators,142
2018,June,I: Accommodation and food services,Skilled_Agricultural_Fishery,0
2018,June,I: Accommodation and food services,Elementary_Occupations,1993
2018,June,I: Accommodation and food services,Total,14358
2018,June,J: Information and communications,Managers,326
2018,June,J: Information and communications,Professionals,1646
2018,June,J: Information and communications,Associate_Professionals,680
2018,June,J: Information and communications,Clerical_Support_Workers,168
2018,June,J: Information and communications,Service_Sales_Workers,336
2018,June,J: Information and communications,Craft_Related_Workers,40
2018,June,J: Information and communications,Plant_Machine_Operators,31
2018,June,J: Information and communications,Skilled_Agricultural_Fishery,0
2018,June,J: Information and communications,Elementary_Occupations,22
2018,June,J: Information and communications,Total,3249
2018,June,K: Financing and insurance,Managers,1225
2018,June,K: Financing and insurance,Professionals,1130
2018,June,K: Financing and insurance,Associate_Professionals,2666
2018,June,K: Financing and insurance,Clerical_Support_Workers,1110
2018,June,K: Financing and insurance,Service_Sales_Workers,56
2018,June,K: Financing and insurance,Craft_Related_Workers,5
2018,June,K: Financing and insurance,Plant_Machine_Operators,11
2018,June,K: Financing and insurance,Skilled_Agricultural_Fishery,0
2018,June,K: Financing and insurance,Elementary_Occupations,7
2018,June,K: Financing and insurance,Total,6210
2018,June,L: Real estate,Managers,136
2018,June,L: Real estate,Professionals,294
2018,June,L: Real estate,Associate_Professionals,984
2018,June,L: Real estate,Clerical_Support_Workers,372
2018,June,L: Real estate,Service_Sales_Workers,1777
2018,June,L: Real estate,Craft_Related_Workers,210
2018,June,L: Real estate,Plant_Machine_Operators,3
2018,June,L: Real estate,Skilled_Agricultural_Fishery,3
2018,June,L: Real estate,Elementary_Occupations,501
2018,June,L: Real estate,Total,4280
2018,June,M & N: Professional and business services,Managers,410
2018,June,M & N: Professional and business services,Professionals,1656
2018,June,M & N: Professional and business services,Associate_Professionals,1637
2018,June,M & N: Professional and business services,Clerical_Support_Workers,1238
2018,June,M & N: Professional and business services,Service_Sales_Workers,1904
2018,June,M & N: Professional and business services,Craft_Related_Workers,254
2018,June,M & N: Professional and business services,Plant_Machine_Operators,62
2018,June,M & N: Professional and business services,Skilled_Agricultural_Fishery,143
2018,June,M & N: Professional and business services,Elementary_Occupations,2366
2018,June,M & N: Professional and business services,Total,9670
2018,June,P - S: Social and personal services,Managers,500
2018,June,P - S: Social and personal services,Professionals,3232
2018,June,P - S: Social and personal services,Associate_Professionals,3711
2018,June,P - S: Social and personal services,Clerical_Support_Workers,2519
2018,June,P - S: Social and personal services,Service_Sales_Workers,4171
2018,June,P - S: Social and personal services,Craft_Related_Workers,552
2018,June,P - S: Social and personal services,Plant_Machine_Operators,81
2018,June,P - S: Social and personal services,Skilled_Agricultural_Fishery,5
2018,June,P - S: Social and personal services,Elementary_Occupations,2478
2018,June,P - S: Social and personal services,Total,17249
2018,June,All industry sections covered,Managers,3697
2018,June,All industry sections covered,Professionals,9987
2018,June,All industry sections covered,Associate_Professionals,13142
2018,June,All industry sections covered,Clerical_Support_Workers,9590
2018,June,All industry sections covered,Service_Sales_Workers,25409
2018,June,All industry sections covered,Craft_Related_Workers,3241
2018,June,All industry sections covered,Plant_Machine_Operators,2918
2018,June,All industry sections covered,Skilled_Agricultural_Fishery,177
2018,June,All industry sections covered,Elementary_Occupations,11042
2018,June,All industry sections covered,Total,79203
2018,September,Manufacturing,Managers,55
2018,September,Manufacturing,Professionals,89
